Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
158,7.0,0.0,0.0,2865.0,18.0,121.0,13687.0,0.1,93.02699999999999,0.0,0.0,2415.1647996902466,,,,,,,,,,,,,,,,,,,,,42.82234828102617,24.54832577085506,88.02145073802114,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,2981.0,19.0,116.0,13803.0,0.1,96.01900000000009,0.0,0.0,2425.374953508377,,,,,,,,,,,,,,,,,,,,,39.70153515432458,30.0520167915878,91.59672377292044,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,3504.0,20.0,523.0,14326.0,0.1,501.0209999999995,0.0,0.0,2470.3359394073486,,,,,,,,,,,,,,,,,,,,,205.90216151736638,118.43623308168355,394.1220194432843,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,153.0,1.0,153.0,14479.0,0.1,146.00600000000003,0.0,0.0,2788.996534347534,,,,,,,,,,,,,,,,,,,,,67.75878130835237,41.01328701022308,135.91059173269582,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,252.0,2.0,99.0,14578.0,0.1,91.00700000000003,0.0,0.0,2798.1619296073914,,,,,,,,,,,,,,,,,,,,,41.92670263825121,27.0360786112435,87.03022986831992,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,308.0,3.0,56.0,14634.0,0.1,49.005999999999986,0.0,0.0,2803.3898305892944,,,,,,,,,,,,,,,,,,,,,22.38812994865007,15.368527464261463,47.84791270036363,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,671.0,4.0,363.0,14997.0,0.1,340.0219999999997,0.0,0.0,2834.723522901535,,,,,,,,,,,,,,,,,,,,,146.77316073145312,85.27696373641518,287.3176907182284,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,842.0,5.0,171.0,15168.0,0.1,161.00900000000004,0.0,0.0,2849.606324195862,,,,,,,,,,,,,,,,,,,,,73.22975541905248,45.408277231635296,148.78413130181445,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,943.0,6.0,101.0,15269.0,0.1,93.00700000000003,0.0,0.0,2858.6478321552277,,,,,,,,,,,,,,,,,,,,,42.865002166416396,27.5685219457705,88.85525643881316,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,1069.0,7.0,126.0,15395.0,0.1,92.03300000000016,0.0,0.0,2869.99422621727,,,,,,,,,,,,,,,,,,,,,35.0540379504305,28.229852430132254,87.79168680015933,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,1259.0,8.0,190.0,15585.0,0.1,167.02200000000008,0.0,0.0,2886.5784425735474,,,,,,,,,,,,,,,,,,,,,77.07990487975995,46.78342369131037,152.68202944971574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,1297.0,9.0,38.0,15623.0,0.1,28.00900000000001,0.0,0.0,2890.275435447693,,,,,,,,,,,,,,,,,,,,,11.322848381609203,9.536825796798981,27.63397207167013,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,1429.0,10.0,132.0,15755.0,0.1,121.01000000000005,0.0,0.0,2901.8822667598724,,,,,,,,,,,,,,,,,,,,,55.19817823766475,34.64986709441249,113.95162978055964,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,1514.0,11.0,85.0,15840.0,0.1,78.00600000000003,0.0,0.0,2909.731851577759,,,,,,,,,,,,,,,,,,,,,36.22203751402868,23.356276996804304,75.07720614639422,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,1539.0,12.0,25.0,15865.0,0.1,18.006000000000007,0.0,0.0,2912.2920501232147,,,,,,,,,,,,,,,,,,,,,7.5199351835839,6.287987477165447,17.85369114901729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,1626.0,13.0,87.0,15952.0,0.1,79.00700000000003,0.0,0.0,2920.091523170471,,,,,,,,,,,,,,,,,,,,,36.27451354378507,23.813333630220733,76.00304741347024,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,1680.0,14.0,54.0,16006.0,0.1,47.005999999999986,0.0,0.0,2925.140026807785,,,,,,,,,,,,,,,,,,,,,21.427542585858834,14.804231125642218,45.94074825612763,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,1705.0,15.0,25.0,16031.0,0.1,18.006000000000007,0.0,0.0,2927.782039642334,,,,,,,,,,,,,,,,,,,,,7.5199351835839,6.287987477165447,17.85369114901729,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,1879.0,16.0,174.0,16205.0,0.1,162.01100000000005,0.0,0.0,2943.410966157913,,,,,,,,,,,,,,,,,,,,,72.83386551680476,46.06654417575295,149.63703182669767,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,2015.0,17.0,136.0,16341.0,0.1,128.00700000000003,0.0,0.0,2955.3735151290894,,,,,,,,,,,,,,,,,,,,,59.1043429079076,36.68760252793651,120.20910737015758,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,2110.0,18.0,95.0,16436.0,0.1,82.01200000000006,0.0,0.0,2963.913980484009,,,,,,,,,,,,,,,,,,,,,35.712029449469746,25.401720791440308,78.77683208964761,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,2674.0,19.0,564.0,17000.0,0.1,544.0189999999996,0.0,0.0,3012.1902573108673,,,,,,,,,,,,,,,,,,,,,223.6731078153116,121.98274573347135,418.704357202211,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,2848.0,20.0,174.0,17174.0,0.1,167.00600000000003,0.0,0.0,3027.4912123680115,,,,,,,,,,,,,,,,,,,,,77.22668860706221,46.20824962407184,153.87615461544755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,113.0,1.0,113.0,17287.0,0.1,95.01700000000008,0.0,0.0,3296.287751197815,,,,,,,,,,,,,,,,,,,,,39.93501303340564,29.57185828824807,90.68562408978066,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,193.0,2.0,80.0,17367.0,0.1,71.00800000000004,0.0,0.0,3303.5402598381042,,,,,,,,,,,,,,,,,,,,,32.08083773927085,21.80170328651341,68.57862164552775,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,581.0,3.0,388.0,17755.0,0.1,381.00599999999986,0.0,0.0,3336.8808822631836,,,,,,,,,,,,,,,,,,,,,166.70922072531118,93.19289988235231,316.9564182386382,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,659.0,4.0,78.0,17833.0,0.1,64.01300000000006,0.0,0.0,3343.9225523471832,,,,,,,,,,,,,,,,,,,,,26.92122208362952,20.470380169281956,62.037156954228394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,958.0,5.0,299.0,18132.0,0.1,292.00599999999986,0.0,0.0,3369.8009219169617,,,,,,,,,,,,,,,,,,,,,130.99468538865395,74.89800384355935,253.3450257753175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,1228.0,6.0,270.0,18402.0,0.1,247.0220000000001,0.0,0.0,3393.1332519054413,,,,,,,,,,,,,,,,,,,,,111.50480221765368,62.33936509517973,217.35018642389508,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,1470.0,7.0,242.0,18644.0,0.1,235.00600000000003,0.0,0.0,3414.096310853958,,,,,,,,,,,,,,,,,,,,,107.0165874006185,62.27235935258072,209.52682998218498,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,1646.0,8.0,176.0,18820.0,0.1,167.00800000000004,0.0,0.0,3429.407077550888,,,,,,,,,,,,,,,,,,,,,76.35094255663275,46.66832954832598,153.87783590400485,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,1816.0,9.0,170.0,18990.0,0.1,158.01100000000002,0.0,0.0,3444.5172231197357,,,,,,,,,,,,,,,,,,,,,74.5073682439063,43.97098662934865,145.63587350968191,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,1926.0,10.0,110.0,19100.0,0.1,102.00700000000003,0.0,0.0,3454.401510953903,,,,,,,,,,,,,,,,,,,,,47.0737664025839,29.948726648070863,97.0228343415646,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
